SMILES
Fc1c(F)c(F)c2c(ccc3cc4cc5cc6sc7ccc(C(F)(F)F)cc7c6cc5cc4cc32)c1F
FC(F)(F)c1ccc2ccc3cc4cc5cc6sc7ccc(C(F)(F)F)cc7c6cc5cc4cc3c2c1
COc1ccc2sc3cc4cc5cc6ccc7ccc(C(F)(F)F)cc7c6cc5cc4cc3c2c1
N#Cc1ccc2ccc3cc4cc5cc6sc7cc(C(F)(F)F)ccc7c6cc5cc4cc3c2c1
COc1ccc2ccc3cc4cc5cc6sc7ccc(OC)cc7c6cc5cc4cc3c2c1
COc1ccc2ccc3cc4cc5cc6sc7cc(C#N)ccc7c6cc5cc4cc3c2c1
COc1ccc2sc3cc4cc5cc6ccc7cc(C(F)(F)F)ccc7c6cc5cc4cc3c2c1
Fc1cc2cc3cc4cc5ccccc5cc4cc3cc2o1
Clc1cc2cc3cc4cc5ccccc5cc4cc3cc2o1
N#Cc1cccc2cc3cc4cc5oc(F)cc5cc4cc3cc12
N#Cc1cccc2cc3cc4cc5oc(Cl)cc5cc4cc3cc12
FC(F)(F)c1ccc2ccc3cc4cc5cc6oc7c(Cl)c(Cl)c(Cl)c(Cl)c7c6cc5cc4cc3c2c1
FC(F)(F)c1ccc2ccc3cc4cc5cc6oc7ccc(C(F)(F)F)cc7c6cc5cc4cc3c2c1
COc1ccc2oc3cc4cc5cc6ccc7ccc(C(F)(F)F)cc7c6cc5cc4cc3c2c1
N#Cc1ccc2ccc3cc4cc5cc6oc7c(F)c(F)c(F)c(F)c7c6cc5cc4cc3c2c1
N#Cc1ccc2ccc3cc4cc5cc6oc7ccc(C(F)(F)F)cc7c6cc5cc4cc3c2c1
N#Cc1ccc2ccc3cc4cc5cc6oc7cc(C(F)(F)F)ccc7c6cc5cc4cc3c2c1
COc1ccc2ccc3cc4cc5cc6oc7ccc(C#N)cc7c6cc5cc4cc3c2c1
COc1ccc2ccc3cc4cc5cc6oc7ccc(OC)cc7c6cc5cc4cc3c2c1
COc1ccc2ccc3cc4cc5cc6oc7cc(C#N)ccc7c6cc5cc4cc3c2c1
FC(F)(F)c1ccc2c(ccc3cc4cc5cc6oc7ccc(C(F)(F)F)cc7c6cc5cc4cc32)c1
COc1ccc2oc3cc4cc5cc6ccc7cc(C(F)(F)F)ccc7c6cc5cc4cc3c2c1
FC(F)(F)c1ccc2c(ccc3cc4cc5cc6oc7cc(C(F)(F)F)ccc7c6cc5cc4cc32)c1
N#Cc1ccc2c(ccc3cc4cc5cc6oc7ccc(C(F)(F)F)cc7c6cc5cc4cc32)c1
N#Cc1ccc2c(ccc3cc4cc5cc6oc7cc(C(F)(F)F)ccc7c6cc5cc4cc32)c1
COc1ccc2c(ccc3cc4cc5cc6oc7ccc(C(F)(F)F)cc7c6cc5cc4cc32)c1
COc1ccc2c(ccc3cc4cc5cc6oc7cc(C(F)(F)F)ccc7c6cc5cc4cc32)c1
Fc1cc2cc3cc4cc5cc(Cl)sc5cc4cc3cc2s1
Fc1cc2cc3cc4cc5c(cc4cc3cc2s1)sc1cc(C(F)(F)F)ccc15
N#Cc1csc2cc3cc4cc5sc6cc(C(F)(F)F)ccc6c5cc4cc3cc12
Fc1sc2cc3cc4cc5sc6ccc(C(F)(F)F)cc6c5cc4cc3cc2c1F
COc1oc2cc3cc4cc5sccc5cc4cc3cc2c1OC
Fc1cc2cc3cc4cc5c(F)c(F)oc5cc4cc3cc2s1
N#Cc1cc2cc3cc4cc5cc(Cl)oc5cc4cc3cc2s1
COc1cc2cc3cc4cc5c(F)coc5cc4cc3cc2s1
COc1cc2cc3cc4cc5c(F)c(F)oc5cc4cc3cc2s1
Fc1csc2cc3cc4cc5oc6ccc(C(F)(F)F)cc6c5cc4cc3cc12
Fc1csc2cc3cc4cc5oc6cc(C(F)(F)F)ccc6c5cc4cc3cc12
N#Cc1csc2cc3cc4cc5oc6ccc(C(F)(F)F)cc6c5cc4cc3cc12
N#Cc1csc2cc3cc4cc5oc6cc(C(F)(F)F)ccc6c5cc4cc3cc12
Fc1cc2cc3cc4cc5c(F)c(F)sc5cc4cc3cc2o1
Fc1sc2cc3cc4cc5oc6ccc(C(F)(F)F)cc6c5cc4cc3cc2c1F
Fc1sc2cc3cc4cc5oc6cc(C(F)(F)F)ccc6c5cc4cc3cc2c1F
COc1sc2cc3cc4cc5occc5cc4cc3cc2c1OC
Fc1coc2cc3cc4cc5sc6ccc(C(F)(F)F)cc6c5cc4cc3cc12
Fc1coc2cc3cc4cc5sc6cc(C(F)(F)F)ccc6c5cc4cc3cc12
N#Cc1coc2cc3cc4cc5sc6cc(C(F)(F)F)ccc6c5cc4cc3cc12
Fc1oc2cc3cc4cc5sc6cc(C(F)(F)F)ccc6c5cc4cc3cc2c1F
Fc1cc2cc3cc4cc5ccoc5cc4cc3cc2o1
Fc1oc2cc3cc4cc5occc5cc4cc3cc2c1F
Fc1cc2cc3cc4cc5cc(C(F)(F)F)oc5cc4cc3cc2o1
Fc1cc2cc3cc4cc5c(C(F)(F)F)coc5cc4cc3cc2o1
COc1coc2cc3cc4cc5oc(F)cc5cc4cc3cc12
Fc1cc2cc3cc4cc5c(F)c(F)oc5cc4cc3cc2o1
Fc1cc2cc3cc4cc5c(Cl)c(Cl)oc5cc4cc3cc2o1
FC(F)(F)c1cc2cc3cc4cc5cc(Cl)oc5cc4cc3cc2o1
Fc1oc2cc3cc4cc5oc(Cl)cc5cc4cc3cc2c1F
Clc1cc2cc3cc4cc5c(Cl)c(Cl)oc5cc4cc3cc2o1
COc1cc2cc3cc4cc5cc(C#N)oc5cc4cc3cc2o1
N#Cc1cc2cc3cc4cc5c(cc4cc3cc2o1)oc1cc(C(F)(F)F)ccc15
COc1cc2cc3cc4cc5c(Cl)c(Cl)oc5cc4cc3cc2o1
